0.00.279.622 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.280.086 W srv  llama_server: -----------------
0.00.280.093 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.280.093 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.280.093 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.280.094 W srv  llama_server: -----------------
0.00.281.452 I srv    load_model: loading model '/kaggle/input/datasets/devavratpatni/circuit-repro-gguf-qwen32/Qwen3-32B-Q4_K_S.gguf'
0.01.376.641 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
1.35.678.177 I cmn          init: llama threadpool init, n_threads = 2
1.36.086.766 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
1.36.102.687 I srv  llama_server: model loaded
1.36.102.701 I srv  llama_server: listening on http://127.0.0.1:8080
1.36.102.701 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
1.36.102.702 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.38.726.501 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
46.33.133.747 I slot print_timing: id  0 | task 21998 | n_gen =   3225, tg =  11.52 t/s, tg_3s =  11.35 t/s
46.36.145.968 I slot print_timing: id  0 | task 21998 | n_gen =   3259, tg =  11.52 t/s, tg_3s =  11.29 t/s
46.39.149.789 I slot print_timing: id  0 | task 21998 | n_gen =   3293, tg =  11.52 t/s, tg_3s =  11.32 t/s
46.42.154.100 I slot print_timing: id  0 | task 21998 | n_gen =   3327, tg =  11.51 t/s, tg_3s =  11.32 t/s
46.45.161.951 I slot print_timing: id  0 | task 21998 | n_gen =   3361, tg =  11.51 t/s, tg_3s =  11.30 t/s
46.48.170.112 I slot print_timing: id  0 | task 21998 | n_gen =   3395, tg =  11.51 t/s, tg_3s =  11.30 t/s
46.51.173.301 I slot print_timing: id  0 | task 21998 | n_gen =   3429, tg =  11.51 t/s, tg_3s =  11.32 t/s
46.54.178.442 I slot print_timing: id  0 | task 21998 | n_gen =   3463, tg =  11.51 t/s, tg_3s =  11.31 t/s
46.57.191.825 I slot print_timing: id  0 | task 21998 | n_gen =   3497, tg =  11.50 t/s, tg_3s =  11.28 t/s
46.59.142.560 I slot print_timing: id  0 | task 21998 | prompt eval time =    3605.66 ms /  1275 tokens (    2.83 ms per token,   353.61 tokens per second)
46.59.142.570 I slot print_timing: id  0 | task 21998 |        eval time =  305850.72 ms /  3519 tokens (   86.94 ms per token,    11.50 tokens per second)
46.59.142.572 I slot print_timing: id  0 | task 21998 |       total time =  309456.38 ms /  4794 tokens
46.59.142.573 I slot print_timing: id  0 | task 21998 |    graphs reused =      25401
46.59.142.696 I slot      release: id  0 | task 21998 | stop processing: n_tokens = 4902, truncated = 0
48.32.354.510 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3633795493
48.32.354.770 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1281.060 MiB)
48.33.604.987 I slot launch_slot_: id  0 | task 25518 | processing task, is_child = 0
48.45.711.771 I slot print_timing: id  0 | task 25518 | n_gen =    100, tg =  11.70 t/s, tg_3s =  11.81 t/s
48.48.713.808 I slot print_timing: id  0 | task 25518 | n_gen =    135, tg =  11.69 t/s, tg_3s =  11.66 t/s
48.51.745.262 I slot print_timing: id  0 | task 25518 | n_gen =    170, tg =  11.66 t/s, tg_3s =  11.55 t/s
48.54.795.382 I slot print_timing: id  0 | task 25518 | n_gen =    205, tg =  11.63 t/s, tg_3s =  11.47 t/s
48.57.834.564 I slot print_timing: id  0 | task 25518 | n_gen =    240, tg =  11.61 t/s, tg_3s =  11.52 t/s
49.00.876.572 I slot print_timing: id  0 | task 25518 | n_gen =    275, tg =  11.60 t/s, tg_3s =  11.51 t/s
49.03.917.744 I slot print_timing: id  0 | task 25518 | n_gen =    310, tg =  11.59 t/s, tg_3s =  11.51 t/s
49.06.955.376 I slot print_timing: id  0 | task 25518 | n_gen =    345, tg =  11.58 t/s, tg_3s =  11.52 t/s
49.09.993.365 I slot print_timing: id  0 | task 25518 | n_gen =    380, tg =  11.57 t/s, tg_3s =  11.52 t/s
49.13.014.904 I slot print_timing: id  0 | task 25518 | n_gen =    415, tg =  11.57 t/s, tg_3s =  11.58 t/s
49.16.028.603 I slot print_timing: id  0 | task 25518 | n_gen =    450, tg =  11.58 t/s, tg_3s =  11.61 t/s
49.19.038.410 I slot print_timing: id  0 | task 25518 | n_gen =    485, tg =  11.58 t/s, tg_3s =  11.63 t/s
49.22.122.004 I slot print_timing: id  0 | task 25518 | n_gen =    521, tg =  11.59 t/s, tg_3s =  11.67 t/s
49.25.200.272 I slot print_timing: id  0 | task 25518 | n_gen =    557, tg =  11.59 t/s, tg_3s =  11.69 t/s
49.28.268.426 I slot print_timing: id  0 | task 25518 | n_gen =    593, tg =  11.60 t/s, tg_3s =  11.73 t/s
49.31.339.444 I slot print_timing: id  0 | task 25518 | n_gen =    629, tg =  11.61 t/s, tg_3s =  11.72 t/s
49.34.413.933 I slot print_timing: id  0 | task 25518 | n_gen =    665, tg =  11.62 t/s, tg_3s =  11.71 t/s
49.37.479.591 I slot print_timing: id  0 | task 25518 | n_gen =    701, tg =  11.62 t/s, tg_3s =  11.74 t/s
49.40.550.536 I slot print_timing: id  0 | task 25518 | n_gen =    737, tg =  11.63 t/s, tg_3s =  11.72 t/s
49.43.621.687 I slot print_timing: id  0 | task 25518 | n_gen =    773, tg =  11.63 t/s, tg_3s =  11.72 t/s
49.46.696.621 I slot print_timing: id  0 | task 25518 | n_gen =    809, tg =  11.63 t/s, tg_3s =  11.71 t/s
49.49.769.986 I slot print_timing: id  0 | task 25518 | n_gen =    845, tg =  11.64 t/s, tg_3s =  11.71 t/s
49.52.844.641 I slot print_timing: id  0 | task 25518 | n_gen =    881, tg =  11.64 t/s, tg_3s =  11.71 t/s
49.55.844.838 I slot print_timing: id  0 | task 25518 | n_gen =    916, tg =  11.64 t/s, tg_3s =  11.67 t/s
49.58.850.603 I slot print_timing: id  0 | task 25518 | n_gen =    951, tg =  11.64 t/s, tg_3s =  11.64 t/s
50.01.865.107 I slot print_timing: id  0 | task 25518 | n_gen =    986, tg =  11.64 t/s, tg_3s =  11.61 t/s
50.04.886.704 I slot print_timing: id  0 | task 25518 | n_gen =   1021, tg =  11.64 t/s, tg_3s =  11.58 t/s
50.07.923.185 I slot print_timing: id  0 | task 25518 | n_gen =   1056, tg =  11.63 t/s, tg_3s =  11.53 t/s
50.10.957.820 I slot print_timing: id  0 | task 25518 | n_gen =   1091, tg =  11.63 t/s, tg_3s =  11.53 t/s
50.13.989.172 I slot print_timing: id  0 | task 25518 | n_gen =   1126, tg =  11.63 t/s, tg_3s =  11.55 t/s
50.17.024.954 I slot print_timing: id  0 | task 25518 | n_gen =   1161, tg =  11.63 t/s, tg_3s =  11.53 t/s
50.20.071.101 I slot print_timing: id  0 | task 25518 | n_gen =   1196, tg =  11.62 t/s, tg_3s =  11.49 t/s
50.23.110.439 I slot print_timing: id  0 | task 25518 | n_gen =   1231, tg =  11.62 t/s, tg_3s =  11.52 t/s
50.26.152.765 I slot print_timing: id  0 | task 25518 | n_gen =   1266, tg =  11.62 t/s, tg_3s =  11.50 t/s
50.29.185.423 I slot print_timing: id  0 | task 25518 | n_gen =   1301, tg =  11.61 t/s, tg_3s =  11.54 t/s
50.32.216.108 I slot print_timing: id  0 | task 25518 | n_gen =   1336, tg =  11.61 t/s, tg_3s =  11.55 t/s
50.35.248.056 I slot print_timing: id  0 | task 25518 | n_gen =   1371, tg =  11.61 t/s, tg_3s =  11.54 t/s
50.38.274.960 I slot print_timing: id  0 | task 25518 | n_gen =   1406, tg =  11.61 t/s, tg_3s =  11.56 t/s
50.41.316.553 I slot print_timing: id  0 | task 25518 | n_gen =   1441, tg =  11.61 t/s, tg_3s =  11.51 t/s
50.44.350.619 I slot print_timing: id  0 | task 25518 | n_gen =   1476, tg =  11.60 t/s, tg_3s =  11.54 t/s
50.47.381.833 I slot print_timing: id  0 | task 25518 | n_gen =   1511, tg =  11.60 t/s, tg_3s =  11.55 t/s
50.50.410.705 I slot print_timing: id  0 | task 25518 | n_gen =   1546, tg =  11.60 t/s, tg_3s =  11.56 t/s
50.53.439.552 I slot print_timing: id  0 | task 25518 | n_gen =   1581, tg =  11.60 t/s, tg_3s =  11.56 t/s
50.56.467.823 I slot print_timing: id  0 | task 25518 | n_gen =   1616, tg =  11.60 t/s, tg_3s =  11.56 t/s
50.59.487.002 I slot print_timing: id  0 | task 25518 | n_gen =   1651, tg =  11.60 t/s, tg_3s =  11.59 t/s
51.02.523.369 I slot print_timing: id  0 | task 25518 | n_gen =   1686, tg =  11.60 t/s, tg_3s =  11.53 t/s
51.05.561.606 I slot print_timing: id  0 | task 25518 | n_gen =   1721, tg =  11.60 t/s, tg_3s =  11.52 t/s
51.08.585.817 I slot print_timing: id  0 | task 25518 | n_gen =   1756, tg =  11.60 t/s, tg_3s =  11.57 t/s
51.11.621.899 I slot print_timing: id  0 | task 25518 | n_gen =   1791, tg =  11.60 t/s, tg_3s =  11.53 t/s
51.14.662.656 I slot print_timing: id  0 | task 25518 | n_gen =   1826, tg =  11.59 t/s, tg_3s =  11.51 t/s
51.17.701.931 I slot print_timing: id  0 | task 25518 | n_gen =   1861, tg =  11.59 t/s, tg_3s =  11.52 t/s
51.20.741.648 I slot print_timing: id  0 | task 25518 | n_gen =   1896, tg =  11.59 t/s, tg_3s =  11.51 t/s
51.23.783.606 I slot print_timing: id  0 | task 25518 | n_gen =   1931, tg =  11.59 t/s, tg_3s =  11.51 t/s
51.26.835.279 I slot print_timing: id  0 | task 25518 | n_gen =   1966, tg =  11.59 t/s, tg_3s =  11.47 t/s
51.29.881.167 I slot print_timing: id  0 | task 25518 | n_gen =   2001, tg =  11.59 t/s, tg_3s =  11.49 t/s
51.32.925.170 I slot print_timing: id  0 | task 25518 | n_gen =   2036, tg =  11.58 t/s, tg_3s =  11.50 t/s
51.35.969.941 I slot print_timing: id  0 | task 25518 | n_gen =   2071, tg =  11.58 t/s, tg_3s =  11.50 t/s
51.39.018.865 I slot print_timing: id  0 | task 25518 | n_gen =   2106, tg =  11.58 t/s, tg_3s =  11.48 t/s
51.42.074.171 I slot print_timing: id  0 | task 25518 | n_gen =   2141, tg =  11.58 t/s, tg_3s =  11.46 t/s
51.45.134.109 I slot print_timing: id  0 | task 25518 | n_gen =   2176, tg =  11.58 t/s, tg_3s =  11.44 t/s
51.48.203.711 I slot print_timing: id  0 | task 25518 | n_gen =   2211, tg =  11.57 t/s, tg_3s =  11.40 t/s
51.51.264.069 I slot print_timing: id  0 | task 25518 | n_gen =   2246, tg =  11.57 t/s, tg_3s =  11.44 t/s
51.54.313.654 I slot print_timing: id  0 | task 25518 | n_gen =   2281, tg =  11.57 t/s, tg_3s =  11.48 t/s
51.57.374.979 I slot print_timing: id  0 | task 25518 | n_gen =   2316, tg =  11.57 t/s, tg_3s =  11.43 t/s
52.00.428.655 I slot print_timing: id  0 | task 25518 | n_gen =   2351, tg =  11.57 t/s, tg_3s =  11.46 t/s
52.03.489.931 I slot print_timing: id  0 | task 25518 | n_gen =   2386, tg =  11.56 t/s, tg_3s =  11.43 t/s
52.06.547.617 I slot print_timing: id  0 | task 25518 | n_gen =   2421, tg =  11.56 t/s, tg_3s =  11.45 t/s
52.09.610.472 I slot print_timing: id  0 | task 25518 | n_gen =   2456, tg =  11.56 t/s, tg_3s =  11.43 t/s
52.12.680.375 I slot print_timing: id  0 | task 25518 | n_gen =   2491, tg =  11.56 t/s, tg_3s =  11.40 t/s
52.15.749.604 I slot print_timing: id  0 | task 25518 | n_gen =   2526, tg =  11.56 t/s, tg_3s =  11.40 t/s
52.18.816.361 I slot print_timing: id  0 | task 25518 | n_gen =   2561, tg =  11.55 t/s, tg_3s =  11.41 t/s
52.21.884.271 I slot print_timing: id  0 | task 25518 | n_gen =   2596, tg =  11.55 t/s, tg_3s =  11.41 t/s
52.24.951.727 I slot print_timing: id  0 | task 25518 | n_gen =   2631, tg =  11.55 t/s, tg_3s =  11.41 t/s
52.28.018.954 I slot print_timing: id  0 | task 25518 | n_gen =   2666, tg =  11.55 t/s, tg_3s =  11.41 t/s
52.31.082.316 I slot print_timing: id  0 | task 25518 | n_gen =   2701, tg =  11.55 t/s, tg_3s =  11.43 t/s
52.34.154.544 I slot print_timing: id  0 | task 25518 | n_gen =   2736, tg =  11.54 t/s, tg_3s =  11.39 t/s
52.37.209.944 I slot print_timing: id  0 | task 25518 | n_gen =   2771, tg =  11.54 t/s, tg_3s =  11.46 t/s
52.40.274.554 I slot print_timing: id  0 | task 25518 | n_gen =   2806, tg =  11.54 t/s, tg_3s =  11.42 t/s
52.43.329.797 I slot print_timing: id  0 | task 25518 | n_gen =   2841, tg =  11.54 t/s, tg_3s =  11.46 t/s
52.46.396.872 I slot print_timing: id  0 | task 25518 | n_gen =   2876, tg =  11.54 t/s, tg_3s =  11.41 t/s
52.49.461.381 I slot print_timing: id  0 | task 25518 | n_gen =   2911, tg =  11.54 t/s, tg_3s =  11.42 t/s
52.52.530.251 I slot print_timing: id  0 | task 25518 | n_gen =   2946, tg =  11.54 t/s, tg_3s =  11.40 t/s
52.55.610.692 I slot print_timing: id  0 | task 25518 | n_gen =   2981, tg =  11.53 t/s, tg_3s =  11.36 t/s
52.58.612.810 I slot print_timing: id  0 | task 25518 | n_gen =   3015, tg =  11.53 t/s, tg_3s =  11.33 t/s
53.01.698.250 I slot print_timing: id  0 | task 25518 | n_gen =   3050, tg =  11.53 t/s, tg_3s =  11.34 t/s
53.04.700.875 I slot print_timing: id  0 | task 25518 | n_gen =   3084, tg =  11.53 t/s, tg_3s =  11.32 t/s
53.07.705.837 I slot print_timing: id  0 | task 25518 | n_gen =   3118, tg =  11.52 t/s, tg_3s =  11.31 t/s
53.10.792.360 I slot print_timing: id  0 | task 25518 | n_gen =   3153, tg =  11.52 t/s, tg_3s =  11.34 t/s
53.13.795.959 I slot print_timing: id  0 | task 25518 | n_gen =   3187, tg =  11.52 t/s, tg_3s =  11.32 t/s
53.16.798.562 I slot print_timing: id  0 | task 25518 | n_gen =   3221, tg =  11.52 t/s, tg_3s =  11.32 t/s
53.19.804.927 I slot print_timing: id  0 | task 25518 | n_gen =   3255, tg =  11.52 t/s, tg_3s =  11.31 t/s
53.22.812.925 I slot print_timing: id  0 | task 25518 | n_gen =   3289, tg =  11.51 t/s, tg_3s =  11.30 t/s
53.25.814.027 I slot print_timing: id  0 | task 25518 | n_gen =   3323, tg =  11.51 t/s, tg_3s =  11.33 t/s
53.28.816.654 I slot print_timing: id  0 | task 25518 | n_gen =   3357, tg =  11.51 t/s, tg_3s =  11.32 t/s
53.31.822.118 I slot print_timing: id  0 | task 25518 | n_gen =   3391, tg =  11.51 t/s, tg_3s =  11.31 t/s
53.34.905.376 I slot print_timing: id  0 | task 25518 | n_gen =   3426, tg =  11.51 t/s, tg_3s =  11.35 t/s
53.37.912.998 I slot print_timing: id  0 | task 25518 | n_gen =   3460, tg =  11.50 t/s, tg_3s =  11.30 t/s
53.40.924.346 I slot print_timing: id  0 | task 25518 | n_gen =   3494, tg =  11.50 t/s, tg_3s =  11.29 t/s
53.43.936.328 I slot print_timing: id  0 | task 25518 | n_gen =   3528, tg =  11.50 t/s, tg_3s =  11.29 t/s
53.46.947.486 I slot print_timing: id  0 | task 25518 | n_gen =   3562, tg =  11.50 t/s, tg_3s =  11.29 t/s
53.49.959.298 I slot print_timing: id  0 | task 25518 | n_gen =   3596, tg =  11.50 t/s, tg_3s =  11.29 t/s
53.52.963.643 I slot print_timing: id  0 | task 25518 | n_gen =   3630, tg =  11.49 t/s, tg_3s =  11.32 t/s
53.55.974.102 I slot print_timing: id  0 | task 25518 | n_gen =   3664, tg =  11.49 t/s, tg_3s =  11.29 t/s
53.58.986.036 I slot print_timing: id  0 | task 25518 | n_gen =   3698, tg =  11.49 t/s, tg_3s =  11.29 t/s
54.01.993.556 I slot print_timing: id  0 | task 25518 | n_gen =   3732, tg =  11.49 t/s, tg_3s =  11.30 t/s
54.05.007.668 I slot print_timing: id  0 | task 25518 | n_gen =   3766, tg =  11.49 t/s, tg_3s =  11.28 t/s
54.08.024.338 I slot print_timing: id  0 | task 25518 | n_gen =   3800, tg =  11.49 t/s, tg_3s =  11.27 t/s
54.11.042.498 I slot print_timing: id  0 | task 25518 | n_gen =   3834, tg =  11.48 t/s, tg_3s =  11.27 t/s
54.14.059.956 I slot print_timing: id  0 | task 25518 | n_gen =   3868, tg =  11.48 t/s, tg_3s =  11.27 t/s
54.17.081.190 I slot print_timing: id  0 | task 25518 | n_gen =   3902, tg =  11.48 t/s, tg_3s =  11.25 t/s
54.20.103.683 I slot print_timing: id  0 | task 25518 | n_gen =   3936, tg =  11.48 t/s, tg_3s =  11.25 t/s
54.23.127.047 I slot print_timing: id  0 | task 25518 | n_gen =   3970, tg =  11.48 t/s, tg_3s =  11.25 t/s
54.26.158.515 I slot print_timing: id  0 | task 25518 | n_gen =   4004, tg =  11.47 t/s, tg_3s =  11.22 t/s
54.29.191.256 I slot print_timing: id  0 | task 25518 | n_gen =   4038, tg =  11.47 t/s, tg_3s =  11.21 t/s
54.32.222.337 I slot print_timing: id  0 | task 25518 | n_gen =   4072, tg =  11.47 t/s, tg_3s =  11.22 t/s
54.35.253.603 I slot print_timing: id  0 | task 25518 | n_gen =   4106, tg =  11.47 t/s, tg_3s =  11.22 t/s
54.38.286.593 I slot print_timing: id  0 | task 25518 | n_gen =   4140, tg =  11.46 t/s, tg_3s =  11.21 t/s
54.41.317.015 I slot print_timing: id  0 | task 25518 | n_gen =   4174, tg =  11.46 t/s, tg_3s =  11.22 t/s
54.44.343.894 I slot print_timing: id  0 | task 25518 | n_gen =   4208, tg =  11.46 t/s, tg_3s =  11.23 t/s
54.47.372.772 I slot print_timing: id  0 | task 25518 | n_gen =   4242, tg =  11.46 t/s, tg_3s =  11.23 t/s
54.50.404.818 I slot print_timing: id  0 | task 25518 | n_gen =   4276, tg =  11.46 t/s, tg_3s =  11.21 t/s
54.53.435.128 I slot print_timing: id  0 | task 25518 | n_gen =   4310, tg =  11.45 t/s, tg_3s =  11.22 t/s
54.56.464.979 I slot print_timing: id  0 | task 25518 | n_gen =   4344, tg =  11.45 t/s, tg_3s =  11.22 t/s
54.59.498.591 I slot print_timing: id  0 | task 25518 | n_gen =   4378, tg =  11.45 t/s, tg_3s =  11.21 t/s
55.02.529.448 I slot print_timing: id  0 | task 25518 | n_gen =   4412, tg =  11.45 t/s, tg_3s =  11.22 t/s
55.05.564.420 I slot print_timing: id  0 | task 25518 | n_gen =   4446, tg =  11.45 t/s, tg_3s =  11.20 t/s
55.08.600.061 I slot print_timing: id  0 | task 25518 | n_gen =   4480, tg =  11.44 t/s, tg_3s =  11.20 t/s
55.11.645.193 I slot print_timing: id  0 | task 25518 | n_gen =   4514, tg =  11.44 t/s, tg_3s =  11.17 t/s
55.14.693.299 I slot print_timing: id  0 | task 25518 | n_gen =   4548, tg =  11.44 t/s, tg_3s =  11.15 t/s
55.17.741.153 I slot print_timing: id  0 | task 25518 | n_gen =   4582, tg =  11.44 t/s, tg_3s =  11.16 t/s
55.20.793.337 I slot print_timing: id  0 | task 25518 | n_gen =   4616, tg =  11.44 t/s, tg_3s =  11.14 t/s
55.23.841.559 I slot print_timing: id  0 | task 25518 | n_gen =   4650, tg =  11.43 t/s, tg_3s =  11.15 t/s
55.26.894.223 I slot print_timing: id  0 | task 25518 | n_gen =   4684, tg =  11.43 t/s, tg_3s =  11.14 t/s
55.29.943.551 I slot print_timing: id  0 | task 25518 | n_gen =   4718, tg =  11.43 t/s, tg_3s =  11.15 t/s
55.32.987.169 I slot print_timing: id  0 | task 25518 | n_gen =   4752, tg =  11.43 t/s, tg_3s =  11.17 t/s
55.36.041.259 I slot print_timing: id  0 | task 25518 | n_gen =   4786, tg =  11.43 t/s, tg_3s =  11.13 t/s
55.39.089.120 I slot print_timing: id  0 | task 25518 | n_gen =   4820, tg =  11.42 t/s, tg_3s =  11.16 t/s
55.42.139.045 I slot print_timing: id  0 | task 25518 | n_gen =   4854, tg =  11.42 t/s, tg_3s =  11.15 t/s
55.45.191.957 I slot print_timing: id  0 | task 25518 | n_gen =   4888, tg =  11.42 t/s, tg_3s =  11.14 t/s
55.48.250.451 I slot print_timing: id  0 | task 25518 | n_gen =   4922, tg =  11.42 t/s, tg_3s =  11.12 t/s
55.51.310.509 I slot print_timing: id  0 | task 25518 | n_gen =   4956, tg =  11.42 t/s, tg_3s =  11.11 t/s
55.54.367.788 I slot print_timing: id  0 | task 25518 | n_gen =   4990, tg =  11.41 t/s, tg_3s =  11.12 t/s
55.57.427.610 I slot print_timing: id  0 | task 25518 | n_gen =   5024, tg =  11.41 t/s, tg_3s =  11.11 t/s
56.00.489.959 I slot print_timing: id  0 | task 25518 | n_gen =   5058, tg =  11.41 t/s, tg_3s =  11.10 t/s
56.03.555.468 I slot print_timing: id  0 | task 25518 | n_gen =   5092, tg =  11.41 t/s, tg_3s =  11.09 t/s
56.06.623.390 I slot print_timing: id  0 | task 25518 | n_gen =   5126, tg =  11.40 t/s, tg_3s =  11.08 t/s
56.09.691.053 I slot print_timing: id  0 | task 25518 | n_gen =   5160, tg =  11.40 t/s, tg_3s =  11.08 t/s
56.12.753.707 I slot print_timing: id  0 | task 25518 | n_gen =   5194, tg =  11.40 t/s, tg_3s =  11.10 t/s
56.15.817.846 I slot print_timing: id  0 | task 25518 | n_gen =   5228, tg =  11.40 t/s, tg_3s =  11.10 t/s
56.18.879.127 I slot print_timing: id  0 | task 25518 | n_gen =   5262, tg =  11.40 t/s, tg_3s =  11.11 t/s
56.21.947.395 I slot print_timing: id  0 | task 25518 | n_gen =   5296, tg =  11.39 t/s, tg_3s =  11.08 t/s
56.25.017.626 I slot print_timing: id  0 | task 25518 | n_gen =   5330, tg =  11.39 t/s, tg_3s =  11.07 t/s
56.28.085.369 I slot print_timing: id  0 | task 25518 | n_gen =   5364, tg =  11.39 t/s, tg_3s =  11.08 t/s
56.31.154.157 I slot print_timing: id  0 | task 25518 | n_gen =   5398, tg =  11.39 t/s, tg_3s =  11.08 t/s
56.34.224.489 I slot print_timing: id  0 | task 25518 | n_gen =   5432, tg =  11.39 t/s, tg_3s =  11.07 t/s
56.37.296.280 I slot print_timing: id  0 | task 25518 | n_gen =   5466, tg =  11.38 t/s, tg_3s =  11.07 t/s
56.40.367.610 I slot print_timing: id  0 | task 25518 | n_gen =   5500, tg =  11.38 t/s, tg_3s =  11.07 t/s
56.43.440.304 I slot print_timing: id  0 | task 25518 | n_gen =   5534, tg =  11.38 t/s, tg_3s =  11.07 t/s
56.46.520.983 I slot print_timing: id  0 | task 25518 | n_gen =   5568, tg =  11.38 t/s, tg_3s =  11.04 t/s
56.49.602.169 I slot print_timing: id  0 | task 25518 | n_gen =   5602, tg =  11.38 t/s, tg_3s =  11.03 t/s
56.52.681.360 I slot print_timing: id  0 | task 25518 | n_gen =   5636, tg =  11.37 t/s, tg_3s =  11.04 t/s
56.55.764.634 I slot print_timing: id  0 | task 25518 | n_gen =   5670, tg =  11.37 t/s, tg_3s =  11.03 t/s
56.58.845.200 I slot print_timing: id  0 | task 25518 | n_gen =   5704, tg =  11.37 t/s, tg_3s =  11.04 t/s
57.01.919.197 I slot print_timing: id  0 | task 25518 | n_gen =   5738, tg =  11.37 t/s, tg_3s =  11.06 t/s
57.05.000.872 I slot print_timing: id  0 | task 25518 | n_gen =   5772, tg =  11.37 t/s, tg_3s =  11.03 t/s
57.08.088.409 I slot print_timing: id  0 | task 25518 | n_gen =   5806, tg =  11.36 t/s, tg_3s =  11.01 t/s
57.11.178.771 I slot print_timing: id  0 | task 25518 | n_gen =   5840, tg =  11.36 t/s, tg_3s =  11.00 t/s
57.14.263.156 I slot print_timing: id  0 | task 25518 | n_gen =   5874, tg =  11.36 t/s, tg_3s =  11.02 t/s
57.17.353.334 I slot print_timing: id  0 | task 25518 | n_gen =   5908, tg =  11.36 t/s, tg_3s =  11.00 t/s
57.20.439.245 I slot print_timing: id  0 | task 25518 | n_gen =   5942, tg =  11.36 t/s, tg_3s =  11.02 t/s
57.23.446.563 I slot print_timing: id  0 | task 25518 | n_gen =   5975, tg =  11.35 t/s, tg_3s =  10.97 t/s
57.25.994.352 I slot print_timing: id  0 | task 25518 | prompt eval time =    3642.36 ms /  1283 tokens (    2.84 ms per token,   352.24 tokens per second)
57.25.994.364 I slot print_timing: id  0 | task 25518 |        eval time =  528746.97 ms /  6003 tokens (   88.10 ms per token,    11.35 tokens per second)
57.25.994.365 I slot print_timing: id  0 | task 25518 |       total time =  532389.33 ms /  7286 tokens
57.25.994.366 I slot print_timing: id  0 | task 25518 |    graphs reused =      31379
57.25.994.471 I slot      release: id  0 | task 25518 | stop processing: n_tokens = 7394, truncated = 0
59.02.648.882 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 4260647271
59.02.649.348 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1452.068 MiB)
59.04.495.933 I slot launch_slot_: id  0 | task 31522 | processing task, is_child = 0
59.16.606.370 I slot print_timing: id  0 | task 31522 | n_gen =    100, tg =  11.72 t/s, tg_3s =  11.84 t/s
59.19.688.144 I slot print_timing: id  0 | task 31522 | n_gen =    136, tg =  11.71 t/s, tg_3s =  11.68 t/s
59.22.703.384 I slot print_timing: id  0 | task 31522 | n_gen =    171, tg =  11.69 t/s, tg_3s =  11.61 t/s
59.25.734.815 I slot print_timing: id  0 | task 31522 | n_gen =    206, tg =  11.66 t/s, tg_3s =  11.55 t/s
59.28.779.748 I slot print_timing: id  0 | task 31522 | n_gen =    241, tg =  11.64 t/s, tg_3s =  11.49 t/s
59.31.823.893 I slot print_timing: id  0 | task 31522 | n_gen =    276, tg =  11.62 t/s, tg_3s =  11.50 t/s
59.34.869.378 I slot print_timing: id  0 | task 31522 | n_gen =    311, tg =  11.61 t/s, tg_3s =  11.49 t/s
59.37.909.974 I slot print_timing: id  0 | task 31522 | n_gen =    346, tg =  11.60 t/s, tg_3s =  11.51 t/s
59.40.942.117 I slot print_timing: id  0 | task 31522 | n_gen =    381, tg =  11.59 t/s, tg_3s =  11.54 t/s
59.43.965.567 I slot print_timing: id  0 | task 31522 | n_gen =    416, tg =  11.59 t/s, tg_3s =  11.58 t/s
59.46.988.789 I slot print_timing: id  0 | task 31522 | n_gen =    451, tg =  11.59 t/s, tg_3s =  11.58 t/s
59.50.000.609 I slot print_timing: id  0 | task 31522 | n_gen =    486, tg =  11.59 t/s, tg_3s =  11.62 t/s
59.53.085.161 I slot print_timing: id  0 | task 31522 | n_gen =    522, tg =  11.60 t/s, tg_3s =  11.67 t/s
59.56.171.339 I slot print_timing: id  0 | task 31522 | n_gen =    558, tg =  11.60 t/s, tg_3s =  11.66 t/s
59.59.246.089 I slot print_timing: id  0 | task 31522 | n_gen =    594, tg =  11.61 t/s, tg_3s =  11.71 t/s
60.02.316.417 I slot print_timing: id  0 | task 31522 | n_gen =    630, tg =  11.61 t/s, tg_3s =  11.73 t/s
60.05.389.296 I slot print_timing: id  0 | task 31522 | n_gen =    666, tg =  11.62 t/s, tg_3s =  11.72 t/s
60.08.460.402 I slot print_timing: id  0 | task 31522 | n_gen =    702, tg =  11.63 t/s, tg_3s =  11.72 t/s
60.11.532.768 I slot print_timing: id  0 | task 31522 | n_gen =    738, tg =  11.63 t/s, tg_3s =  11.72 t/s
60.14.600.987 I slot print_timing: id  0 | task 31522 | n_gen =    774, tg =  11.63 t/s, tg_3s =  11.73 t/s
