0.00.285.698 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.286.251 W srv  llama_server: -----------------
0.00.286.258 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.286.259 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.286.259 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.286.259 W srv  llama_server: -----------------
0.00.287.684 I srv    load_model: loading model '/tmp/Qwen3-14B-Q4_K_M.gguf'
0.01.326.154 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.479.834 I cmn          init: llama threadpool init, n_threads = 2
0.04.710.577 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.04.721.825 I srv  llama_server: model loaded
0.04.721.835 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.721.836 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.721.836 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.05.513.078 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
41.04.205.716 I slot print_timing: id  0 | task 36605 | n_gen =   1527, tg =  23.71 t/s, tg_3s =  23.55 t/s
41.07.219.596 I slot print_timing: id  0 | task 36605 | n_gen =   1598, tg =  23.70 t/s, tg_3s =  23.56 t/s
41.10.242.673 I slot print_timing: id  0 | task 36605 | n_gen =   1669, tg =  23.69 t/s, tg_3s =  23.49 t/s
41.13.262.039 I slot print_timing: id  0 | task 36605 | n_gen =   1740, tg =  23.68 t/s, tg_3s =  23.51 t/s
41.16.284.106 I slot print_timing: id  0 | task 36605 | n_gen =   1811, tg =  23.67 t/s, tg_3s =  23.49 t/s
41.19.309.049 I slot print_timing: id  0 | task 36605 | n_gen =   1882, tg =  23.67 t/s, tg_3s =  23.47 t/s
41.22.337.979 I slot print_timing: id  0 | task 36605 | n_gen =   1953, tg =  23.66 t/s, tg_3s =  23.44 t/s
41.25.368.551 I slot print_timing: id  0 | task 36605 | n_gen =   2024, tg =  23.65 t/s, tg_3s =  23.43 t/s
41.28.398.172 I slot print_timing: id  0 | task 36605 | n_gen =   2095, tg =  23.64 t/s, tg_3s =  23.44 t/s
41.31.436.675 I slot print_timing: id  0 | task 36605 | n_gen =   2166, tg =  23.63 t/s, tg_3s =  23.37 t/s
41.34.474.479 I slot print_timing: id  0 | task 36605 | n_gen =   2237, tg =  23.63 t/s, tg_3s =  23.37 t/s
41.37.508.326 I slot print_timing: id  0 | task 36605 | n_gen =   2308, tg =  23.62 t/s, tg_3s =  23.40 t/s
41.40.510.239 I slot print_timing: id  0 | task 36605 | n_gen =   2378, tg =  23.61 t/s, tg_3s =  23.32 t/s
41.43.520.846 I slot print_timing: id  0 | task 36605 | n_gen =   2448, tg =  23.60 t/s, tg_3s =  23.25 t/s
41.46.536.294 I slot print_timing: id  0 | task 36605 | n_gen =   2518, tg =  23.59 t/s, tg_3s =  23.21 t/s
41.49.556.899 I slot print_timing: id  0 | task 36605 | n_gen =   2588, tg =  23.58 t/s, tg_3s =  23.17 t/s
41.52.589.473 I slot print_timing: id  0 | task 36605 | n_gen =   2658, tg =  23.56 t/s, tg_3s =  23.08 t/s
41.55.622.355 I slot print_timing: id  0 | task 36605 | n_gen =   2728, tg =  23.55 t/s, tg_3s =  23.08 t/s
41.58.659.145 I slot print_timing: id  0 | task 36605 | n_gen =   2798, tg =  23.54 t/s, tg_3s =  23.05 t/s
42.01.698.317 I slot print_timing: id  0 | task 36605 | n_gen =   2868, tg =  23.53 t/s, tg_3s =  23.03 t/s
42.04.710.271 I slot print_timing: id  0 | task 36605 | n_gen =   2937, tg =  23.51 t/s, tg_3s =  22.91 t/s
42.07.717.683 I slot print_timing: id  0 | task 36605 | n_gen =   3006, tg =  23.50 t/s, tg_3s =  22.94 t/s
42.10.724.877 I slot print_timing: id  0 | task 36605 | n_gen =   3075, tg =  23.48 t/s, tg_3s =  22.94 t/s
42.13.733.858 I slot print_timing: id  0 | task 36605 | n_gen =   3144, tg =  23.47 t/s, tg_3s =  22.93 t/s
42.16.749.177 I slot print_timing: id  0 | task 36605 | n_gen =   3213, tg =  23.46 t/s, tg_3s =  22.88 t/s
42.19.759.451 I slot print_timing: id  0 | task 36605 | n_gen =   3282, tg =  23.45 t/s, tg_3s =  22.92 t/s
42.22.772.748 I slot print_timing: id  0 | task 36605 | n_gen =   3351, tg =  23.44 t/s, tg_3s =  22.90 t/s
42.25.788.047 I slot print_timing: id  0 | task 36605 | n_gen =   3420, tg =  23.42 t/s, tg_3s =  22.88 t/s
42.28.801.670 I slot print_timing: id  0 | task 36605 | n_gen =   3489, tg =  23.41 t/s, tg_3s =  22.90 t/s
42.31.817.508 I slot print_timing: id  0 | task 36605 | n_gen =   3558, tg =  23.40 t/s, tg_3s =  22.88 t/s
42.34.828.197 I slot print_timing: id  0 | task 36605 | n_gen =   3627, tg =  23.39 t/s, tg_3s =  22.92 t/s
42.37.849.115 I slot print_timing: id  0 | task 36605 | n_gen =   3696, tg =  23.38 t/s, tg_3s =  22.84 t/s
42.40.870.848 I slot print_timing: id  0 | task 36605 | n_gen =   3765, tg =  23.37 t/s, tg_3s =  22.83 t/s
42.43.890.534 I slot print_timing: id  0 | task 36605 | n_gen =   3834, tg =  23.36 t/s, tg_3s =  22.85 t/s
42.46.909.876 I slot print_timing: id  0 | task 36605 | n_gen =   3903, tg =  23.35 t/s, tg_3s =  22.85 t/s
42.49.938.032 I slot print_timing: id  0 | task 36605 | n_gen =   3972, tg =  23.34 t/s, tg_3s =  22.79 t/s
42.52.966.701 I slot print_timing: id  0 | task 36605 | n_gen =   4041, tg =  23.33 t/s, tg_3s =  22.78 t/s
42.55.994.245 I slot print_timing: id  0 | task 36605 | n_gen =   4110, tg =  23.33 t/s, tg_3s =  22.79 t/s
42.59.030.924 I slot print_timing: id  0 | task 36605 | n_gen =   4179, tg =  23.31 t/s, tg_3s =  22.72 t/s
43.02.065.545 I slot print_timing: id  0 | task 36605 | n_gen =   4248, tg =  23.31 t/s, tg_3s =  22.74 t/s
43.05.105.910 I slot print_timing: id  0 | task 36605 | n_gen =   4317, tg =  23.30 t/s, tg_3s =  22.69 t/s
43.08.147.337 I slot print_timing: id  0 | task 36605 | n_gen =   4386, tg =  23.29 t/s, tg_3s =  22.69 t/s
43.11.154.256 I slot print_timing: id  0 | task 36605 | n_gen =   4454, tg =  23.27 t/s, tg_3s =  22.61 t/s
43.14.165.421 I slot print_timing: id  0 | task 36605 | n_gen =   4522, tg =  23.26 t/s, tg_3s =  22.58 t/s
43.16.113.252 I slot print_timing: id  0 | task 36605 | prompt eval time =    1774.57 ms /  1369 tokens (    1.30 ms per token,   771.46 tokens per second)
43.16.113.262 I slot print_timing: id  0 | task 36605 |        eval time =  196281.63 ms /  4566 tokens (   43.00 ms per token,    23.26 tokens per second)
43.16.113.264 I slot print_timing: id  0 | task 36605 |       total time =  198056.20 ms /  5935 tokens
43.16.113.265 I slot print_timing: id  0 | task 36605 |    graphs reused =      40977
43.16.113.362 I slot      release: id  0 | task 36605 | stop processing: n_tokens = 6043, truncated = 0
44.40.578.162 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2960556601
44.40.578.427 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 739.118 MiB)
44.40.627.995 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 438.471 MiB)
44.41.516.056 I slot launch_slot_: id  0 | task 41172 | processing task, is_child = 0
44.47.439.467 I slot print_timing: id  0 | task 41172 | n_gen =    100, tg =  23.98 t/s, tg_3s =  24.22 t/s
44.50.476.858 I slot print_timing: id  0 | task 41172 | n_gen =    172, tg =  23.86 t/s, tg_3s =  23.70 t/s
44.53.498.126 I slot print_timing: id  0 | task 41172 | n_gen =    243, tg =  23.76 t/s, tg_3s =  23.50 t/s
44.56.514.550 I slot print_timing: id  0 | task 41172 | n_gen =    313, tg =  23.63 t/s, tg_3s =  23.21 t/s
44.59.555.710 I slot print_timing: id  0 | task 41172 | n_gen =    383, tg =  23.52 t/s, tg_3s =  23.02 t/s
45.02.585.782 I slot print_timing: id  0 | task 41172 | n_gen =    452, tg =  23.40 t/s, tg_3s =  22.77 t/s
45.05.600.282 I slot print_timing: id  0 | task 41172 | n_gen =    521, tg =  23.33 t/s, tg_3s =  22.89 t/s
45.08.634.017 I slot print_timing: id  0 | task 41172 | n_gen =    591, tg =  23.30 t/s, tg_3s =  23.07 t/s
45.11.634.044 I slot print_timing: id  0 | task 41172 | n_gen =    661, tg =  23.30 t/s, tg_3s =  23.33 t/s
45.14.655.167 I slot print_timing: id  0 | task 41172 | n_gen =    732, tg =  23.32 t/s, tg_3s =  23.50 t/s
45.17.696.311 I slot print_timing: id  0 | task 41172 | n_gen =    804, tg =  23.35 t/s, tg_3s =  23.68 t/s
45.20.732.086 I slot print_timing: id  0 | task 41172 | n_gen =    876, tg =  23.38 t/s, tg_3s =  23.72 t/s
45.23.755.338 I slot print_timing: id  0 | task 41172 | n_gen =    948, tg =  23.42 t/s, tg_3s =  23.82 t/s
45.26.794.659 I slot print_timing: id  0 | task 41172 | n_gen =   1020, tg =  23.43 t/s, tg_3s =  23.69 t/s
45.29.821.109 I slot print_timing: id  0 | task 41172 | n_gen =   1092, tg =  23.46 t/s, tg_3s =  23.79 t/s
45.32.851.894 I slot print_timing: id  0 | task 41172 | n_gen =   1164, tg =  23.48 t/s, tg_3s =  23.76 t/s
45.35.878.136 I slot print_timing: id  0 | task 41172 | n_gen =   1236, tg =  23.49 t/s, tg_3s =  23.79 t/s
45.38.906.162 I slot print_timing: id  0 | task 41172 | n_gen =   1308, tg =  23.51 t/s, tg_3s =  23.78 t/s
45.41.940.199 I slot print_timing: id  0 | task 41172 | n_gen =   1380, tg =  23.52 t/s, tg_3s =  23.73 t/s
45.44.971.159 I slot print_timing: id  0 | task 41172 | n_gen =   1452, tg =  23.53 t/s, tg_3s =  23.75 t/s
45.48.001.453 I slot print_timing: id  0 | task 41172 | n_gen =   1524, tg =  23.54 t/s, tg_3s =  23.76 t/s
45.51.031.465 I slot print_timing: id  0 | task 41172 | n_gen =   1596, tg =  23.55 t/s, tg_3s =  23.76 t/s
45.54.033.780 I slot print_timing: id  0 | task 41172 | n_gen =   1667, tg =  23.56 t/s, tg_3s =  23.65 t/s
45.57.075.248 I slot print_timing: id  0 | task 41172 | n_gen =   1739, tg =  23.56 t/s, tg_3s =  23.67 t/s
46.00.076.004 I slot print_timing: id  0 | task 41172 | n_gen =   1810, tg =  23.57 t/s, tg_3s =  23.66 t/s
46.03.096.227 I slot print_timing: id  0 | task 41172 | n_gen =   1881, tg =  23.56 t/s, tg_3s =  23.51 t/s
46.06.128.291 I slot print_timing: id  0 | task 41172 | n_gen =   1952, tg =  23.56 t/s, tg_3s =  23.42 t/s
46.09.162.249 I slot print_timing: id  0 | task 41172 | n_gen =   2023, tg =  23.55 t/s, tg_3s =  23.40 t/s
46.12.205.367 I slot print_timing: id  0 | task 41172 | n_gen =   2094, tg =  23.54 t/s, tg_3s =  23.33 t/s
46.15.216.135 I slot print_timing: id  0 | task 41172 | n_gen =   2164, tg =  23.54 t/s, tg_3s =  23.25 t/s
46.18.238.335 I slot print_timing: id  0 | task 41172 | n_gen =   2234, tg =  23.52 t/s, tg_3s =  23.16 t/s
46.21.258.983 I slot print_timing: id  0 | task 41172 | n_gen =   2304, tg =  23.51 t/s, tg_3s =  23.17 t/s
46.24.287.331 I slot print_timing: id  0 | task 41172 | n_gen =   2374, tg =  23.50 t/s, tg_3s =  23.11 t/s
46.27.325.335 I slot print_timing: id  0 | task 41172 | n_gen =   2444, tg =  23.49 t/s, tg_3s =  23.04 t/s
46.30.325.456 I slot print_timing: id  0 | task 41172 | n_gen =   2513, tg =  23.47 t/s, tg_3s =  23.00 t/s
46.33.326.164 I slot print_timing: id  0 | task 41172 | n_gen =   2582, tg =  23.46 t/s, tg_3s =  22.99 t/s
46.36.329.106 I slot print_timing: id  0 | task 41172 | n_gen =   2651, tg =  23.45 t/s, tg_3s =  22.98 t/s
46.39.371.332 I slot print_timing: id  0 | task 41172 | n_gen =   2721, tg =  23.44 t/s, tg_3s =  23.01 t/s
46.42.412.519 I slot print_timing: id  0 | task 41172 | n_gen =   2791, tg =  23.43 t/s, tg_3s =  23.02 t/s
46.45.452.912 I slot print_timing: id  0 | task 41172 | n_gen =   2861, tg =  23.42 t/s, tg_3s =  23.02 t/s
46.48.495.129 I slot print_timing: id  0 | task 41172 | n_gen =   2931, tg =  23.41 t/s, tg_3s =  23.01 t/s
46.51.536.193 I slot print_timing: id  0 | task 41172 | n_gen =   3001, tg =  23.40 t/s, tg_3s =  23.02 t/s
46.54.576.708 I slot print_timing: id  0 | task 41172 | n_gen =   3071, tg =  23.39 t/s, tg_3s =  23.02 t/s
46.57.614.508 I slot print_timing: id  0 | task 41172 | n_gen =   3141, tg =  23.38 t/s, tg_3s =  23.04 t/s
47.00.657.826 I slot print_timing: id  0 | task 41172 | n_gen =   3211, tg =  23.37 t/s, tg_3s =  23.00 t/s
47.03.697.852 I slot print_timing: id  0 | task 41172 | n_gen =   3281, tg =  23.36 t/s, tg_3s =  23.03 t/s
47.06.734.184 I slot print_timing: id  0 | task 41172 | n_gen =   3351, tg =  23.36 t/s, tg_3s =  23.05 t/s
47.09.735.600 I slot print_timing: id  0 | task 41172 | n_gen =   3420, tg =  23.35 t/s, tg_3s =  22.99 t/s
47.12.737.022 I slot print_timing: id  0 | task 41172 | n_gen =   3489, tg =  23.34 t/s, tg_3s =  22.99 t/s
47.15.739.488 I slot print_timing: id  0 | task 41172 | n_gen =   3558, tg =  23.34 t/s, tg_3s =  22.98 t/s
47.18.743.702 I slot print_timing: id  0 | task 41172 | n_gen =   3627, tg =  23.33 t/s, tg_3s =  22.97 t/s
47.21.762.810 I slot print_timing: id  0 | task 41172 | n_gen =   3696, tg =  23.32 t/s, tg_3s =  22.85 t/s
47.24.781.065 I slot print_timing: id  0 | task 41172 | n_gen =   3765, tg =  23.31 t/s, tg_3s =  22.86 t/s
47.27.800.971 I slot print_timing: id  0 | task 41172 | n_gen =   3834, tg =  23.30 t/s, tg_3s =  22.85 t/s
47.30.824.562 I slot print_timing: id  0 | task 41172 | n_gen =   3903, tg =  23.29 t/s, tg_3s =  22.82 t/s
47.33.849.004 I slot print_timing: id  0 | task 41172 | n_gen =   3972, tg =  23.29 t/s, tg_3s =  22.81 t/s
47.36.879.519 I slot print_timing: id  0 | task 41172 | n_gen =   4041, tg =  23.28 t/s, tg_3s =  22.77 t/s
47.39.915.342 I slot print_timing: id  0 | task 41172 | n_gen =   4110, tg =  23.27 t/s, tg_3s =  22.73 t/s
47.42.959.107 I slot print_timing: id  0 | task 41172 | n_gen =   4179, tg =  23.26 t/s, tg_3s =  22.67 t/s
47.45.963.034 I slot print_timing: id  0 | task 41172 | n_gen =   4247, tg =  23.25 t/s, tg_3s =  22.64 t/s
47.48.969.031 I slot print_timing: id  0 | task 41172 | n_gen =   4315, tg =  23.24 t/s, tg_3s =  22.62 t/s
47.51.974.873 I slot print_timing: id  0 | task 41172 | n_gen =   4383, tg =  23.23 t/s, tg_3s =  22.62 t/s
47.52.196.252 I slot print_timing: id  0 | task 41172 | prompt eval time =    1795.36 ms /  1381 tokens (    1.30 ms per token,   769.20 tokens per second)
47.52.196.264 I slot print_timing: id  0 | task 41172 |        eval time =  188884.79 ms /  4388 tokens (   43.06 ms per token,    23.23 tokens per second)
47.52.196.265 I slot print_timing: id  0 | task 41172 |       total time =  190680.16 ms /  5769 tokens
47.52.196.267 I slot print_timing: id  0 | task 41172 |    graphs reused =      45346
47.52.196.403 I slot      release: id  0 | task 41172 | stop processing: n_tokens = 5880, truncated = 0
49.16.011.483 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3236639643
49.16.011.757 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1168.837 MiB)
49.16.917.659 I slot launch_slot_: id  0 | task 45561 | processing task, is_child = 0
49.22.851.134 I slot print_timing: id  0 | task 45561 | n_gen =    100, tg =  23.85 t/s, tg_3s =  24.09 t/s
49.25.858.813 I slot print_timing: id  0 | task 45561 | n_gen =    171, tg =  23.75 t/s, tg_3s =  23.61 t/s
49.28.893.641 I slot print_timing: id  0 | task 45561 | n_gen =    242, tg =  23.64 t/s, tg_3s =  23.40 t/s
49.31.933.183 I slot print_timing: id  0 | task 45561 | n_gen =    312, tg =  23.50 t/s, tg_3s =  23.03 t/s
49.34.942.890 I slot print_timing: id  0 | task 45561 | n_gen =    381, tg =  23.40 t/s, tg_3s =  22.93 t/s
49.37.965.863 I slot print_timing: id  0 | task 45561 | n_gen =    450, tg =  23.31 t/s, tg_3s =  22.83 t/s
49.41.009.204 I slot print_timing: id  0 | task 45561 | n_gen =    520, tg =  23.26 t/s, tg_3s =  23.00 t/s
49.44.050.011 I slot print_timing: id  0 | task 45561 | n_gen =    591, tg =  23.27 t/s, tg_3s =  23.35 t/s
49.47.069.843 I slot print_timing: id  0 | task 45561 | n_gen =    662, tg =  23.30 t/s, tg_3s =  23.51 t/s
49.50.110.906 I slot print_timing: id  0 | task 45561 | n_gen =    734, tg =  23.34 t/s, tg_3s =  23.68 t/s
49.53.150.245 I slot print_timing: id  0 | task 45561 | n_gen =    806, tg =  23.37 t/s, tg_3s =  23.69 t/s
49.56.177.063 I slot print_timing: id  0 | task 45561 | n_gen =    878, tg =  23.40 t/s, tg_3s =  23.79 t/s
49.59.209.982 I slot print_timing: id  0 | task 45561 | n_gen =    950, tg =  23.43 t/s, tg_3s =  23.74 t/s
50.02.231.901 I slot print_timing: id  0 | task 45561 | n_gen =   1022, tg =  23.45 t/s, tg_3s =  23.83 t/s
50.05.250.463 I slot print_timing: id  0 | task 45561 | n_gen =   1094, tg =  23.48 t/s, tg_3s =  23.85 t/s
50.08.276.205 I slot print_timing: id  0 | task 45561 | n_gen =   1166, tg =  23.50 t/s, tg_3s =  23.80 t/s
50.11.305.597 I slot print_timing: id  0 | task 45561 | n_gen =   1238, tg =  23.51 t/s, tg_3s =  23.77 t/s
50.14.331.289 I slot print_timing: id  0 | task 45561 | n_gen =   1310, tg =  23.53 t/s, tg_3s =  23.80 t/s
50.17.358.360 I slot print_timing: id  0 | task 45561 | n_gen =   1382, tg =  23.54 t/s, tg_3s =  23.79 t/s
50.20.381.254 I slot print_timing: id  0 | task 45561 | n_gen =   1454, tg =  23.56 t/s, tg_3s =  23.82 t/s
50.23.409.341 I slot print_timing: id  0 | task 45561 | n_gen =   1526, tg =  23.57 t/s, tg_3s =  23.78 t/s
50.26.432.833 I slot print_timing: id  0 | task 45561 | n_gen =   1598, tg =  23.58 t/s, tg_3s =  23.81 t/s
50.29.474.382 I slot print_timing: id  0 | task 45561 | n_gen =   1670, tg =  23.58 t/s, tg_3s =  23.67 t/s
50.32.516.638 I slot print_timing: id  0 | task 45561 | n_gen =   1742, tg =  23.59 t/s, tg_3s =  23.67 t/s
50.35.526.433 I slot print_timing: id  0 | task 45561 | n_gen =   1813, tg =  23.59 t/s, tg_3s =  23.59 t/s
50.38.546.335 I slot print_timing: id  0 | task 45561 | n_gen =   1884, tg =  23.58 t/s, tg_3s =  23.51 t/s
50.41.576.653 I slot print_timing: id  0 | task 45561 | n_gen =   1955, tg =  23.58 t/s, tg_3s =  23.43 t/s
50.44.614.284 I slot print_timing: id  0 | task 45561 | n_gen =   2026, tg =  23.57 t/s, tg_3s =  23.37 t/s
50.47.654.988 I slot print_timing: id  0 | task 45561 | n_gen =   2097, tg =  23.56 t/s, tg_3s =  23.35 t/s
50.50.668.487 I slot print_timing: id  0 | task 45561 | n_gen =   2167, tg =  23.55 t/s, tg_3s =  23.23 t/s
50.53.684.570 I slot print_timing: id  0 | task 45561 | n_gen =   2237, tg =  23.54 t/s, tg_3s =  23.21 t/s
50.56.705.973 I slot print_timing: id  0 | task 45561 | n_gen =   2307, tg =  23.53 t/s, tg_3s =  23.17 t/s
50.59.729.955 I slot print_timing: id  0 | task 45561 | n_gen =   2377, tg =  23.52 t/s, tg_3s =  23.15 t/s
51.02.730.442 I slot print_timing: id  0 | task 45561 | n_gen =   2446, tg =  23.50 t/s, tg_3s =  23.00 t/s
51.05.774.391 I slot print_timing: id  0 | task 45561 | n_gen =   2516, tg =  23.49 t/s, tg_3s =  23.00 t/s
51.08.818.636 I slot print_timing: id  0 | task 45561 | n_gen =   2586, tg =  23.47 t/s, tg_3s =  22.99 t/s
51.11.819.351 I slot print_timing: id  0 | task 45561 | n_gen =   2655, tg =  23.46 t/s, tg_3s =  22.99 t/s
51.14.858.958 I slot print_timing: id  0 | task 45561 | n_gen =   2725, tg =  23.45 t/s, tg_3s =  23.03 t/s
51.17.892.149 I slot print_timing: id  0 | task 45561 | n_gen =   2795, tg =  23.44 t/s, tg_3s =  23.08 t/s
51.20.932.034 I slot print_timing: id  0 | task 45561 | n_gen =   2865, tg =  23.43 t/s, tg_3s =  23.03 t/s
51.23.972.350 I slot print_timing: id  0 | task 45561 | n_gen =   2935, tg =  23.42 t/s, tg_3s =  23.02 t/s
51.27.011.937 I slot print_timing: id  0 | task 45561 | n_gen =   3005, tg =  23.41 t/s, tg_3s =  23.03 t/s
51.30.048.017 I slot print_timing: id  0 | task 45561 | n_gen =   3075, tg =  23.40 t/s, tg_3s =  23.06 t/s
51.33.084.946 I slot print_timing: id  0 | task 45561 | n_gen =   3145, tg =  23.40 t/s, tg_3s =  23.05 t/s
51.36.128.637 I slot print_timing: id  0 | task 45561 | n_gen =   3215, tg =  23.39 t/s, tg_3s =  23.00 t/s
51.39.166.750 I slot print_timing: id  0 | task 45561 | n_gen =   3285, tg =  23.38 t/s, tg_3s =  23.04 t/s
51.42.205.082 I slot print_timing: id  0 | task 45561 | n_gen =   3355, tg =  23.37 t/s, tg_3s =  23.04 t/s
51.45.208.421 I slot print_timing: id  0 | task 45561 | n_gen =   3424, tg =  23.36 t/s, tg_3s =  22.97 t/s
51.48.208.529 I slot print_timing: id  0 | task 45561 | n_gen =   3493, tg =  23.36 t/s, tg_3s =  23.00 t/s
51.51.211.951 I slot print_timing: id  0 | task 45561 | n_gen =   3562, tg =  23.35 t/s, tg_3s =  22.97 t/s
51.54.216.496 I slot print_timing: id  0 | task 45561 | n_gen =   3631, tg =  23.34 t/s, tg_3s =  22.97 t/s
51.57.233.762 I slot print_timing: id  0 | task 45561 | n_gen =   3700, tg =  23.33 t/s, tg_3s =  22.87 t/s
52.00.256.305 I slot print_timing: id  0 | task 45561 | n_gen =   3769, tg =  23.32 t/s, tg_3s =  22.83 t/s
52.03.277.954 I slot print_timing: id  0 | task 45561 | n_gen =   3838, tg =  23.31 t/s, tg_3s =  22.84 t/s
52.06.301.402 I slot print_timing: id  0 | task 45561 | n_gen =   3907, tg =  23.31 t/s, tg_3s =  22.82 t/s
52.09.338.723 I slot print_timing: id  0 | task 45561 | n_gen =   3976, tg =  23.29 t/s, tg_3s =  22.72 t/s
52.10.041.923 I slot print_timing: id  0 | task 45561 | prompt eval time =    1782.47 ms /  1360 tokens (    1.31 ms per token,   762.98 tokens per second)
52.10.041.935 I slot print_timing: id  0 | task 45561 |        eval time =  171341.75 ms /  3992 tokens (   42.93 ms per token,    23.29 tokens per second)
52.10.041.937 I slot print_timing: id  0 | task 45561 |       total time =  173124.23 ms /  5352 tokens
52.10.041.938 I slot print_timing: id  0 | task 45561 |    graphs reused =      49320
52.10.042.054 I slot      release: id  0 | task 45561 | stop processing: n_tokens = 5459, truncated = 0
53.49.005.287 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3494485289
53.49.005.585 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 820.217 MiB)
53.49.841.709 I slot launch_slot_: id  0 | task 49554 | processing task, is_child = 0
53.55.918.383 I slot print_timing: id  0 | task 49554 | n_gen =    100, tg =  23.59 t/s, tg_3s =  23.83 t/s
53.58.920.842 I slot print_timing: id  0 | task 49554 | n_gen =    170, tg =  23.48 t/s, tg_3s =  23.31 t/s
54.01.946.867 I slot print_timing: id  0 | task 49554 | n_gen =    240, tg =  23.37 t/s, tg_3s =  23.13 t/s
54.04.962.230 I slot print_timing: id  0 | task 49554 | n_gen =    309, tg =  23.26 t/s, tg_3s =  22.88 t/s
54.08.004.209 I slot print_timing: id  0 | task 49554 | n_gen =    378, tg =  23.15 t/s, tg_3s =  22.68 t/s
54.11.031.089 I slot print_timing: id  0 | task 49554 | n_gen =    447, tg =  23.10 t/s, tg_3s =  22.80 t/s
54.14.049.086 I slot print_timing: id  0 | task 49554 | n_gen =    517, tg =  23.11 t/s, tg_3s =  23.19 t/s
54.17.080.632 I slot print_timing: id  0 | task 49554 | n_gen =    588, tg =  23.15 t/s, tg_3s =  23.42 t/s
54.20.100.688 I slot print_timing: id  0 | task 49554 | n_gen =    659, tg =  23.19 t/s, tg_3s =  23.51 t/s
54.23.140.815 I slot print_timing: id  0 | task 49554 | n_gen =    731, tg =  23.23 t/s, tg_3s =  23.68 t/s
54.26.174.134 I slot print_timing: id  0 | task 49554 | n_gen =    803, tg =  23.28 t/s, tg_3s =  23.74 t/s
54.29.212.155 I slot print_timing: id  0 | task 49554 | n_gen =    875, tg =  23.31 t/s, tg_3s =  23.70 t/s
54.32.242.406 I slot print_timing: id  0 | task 49554 | n_gen =    947, tg =  23.35 t/s, tg_3s =  23.76 t/s
54.35.262.994 I slot print_timing: id  0 | task 49554 | n_gen =   1019, tg =  23.38 t/s, tg_3s =  23.84 t/s
54.38.282.669 I slot print_timing: id  0 | task 49554 | n_gen =   1091, tg =  23.41 t/s, tg_3s =  23.84 t/s
54.41.311.166 I slot print_timing: id  0 | task 49554 | n_gen =   1163, tg =  23.43 t/s, tg_3s =  23.77 t/s
54.44.339.181 I slot print_timing: id  0 | task 49554 | n_gen =   1235, tg =  23.45 t/s, tg_3s =  23.78 t/s
54.47.361.249 I slot print_timing: id  0 | task 49554 | n_gen =   1307, tg =  23.47 t/s, tg_3s =  23.82 t/s
54.50.387.189 I slot print_timing: id  0 | task 49554 | n_gen =   1379, tg =  23.49 t/s, tg_3s =  23.79 t/s
54.53.418.676 I slot print_timing: id  0 | task 49554 | n_gen =   1451, tg =  23.50 t/s, tg_3s =  23.75 t/s
54.56.444.789 I slot print_timing: id  0 | task 49554 | n_gen =   1523, tg =  23.52 t/s, tg_3s =  23.79 t/s
54.59.479.210 I slot print_timing: id  0 | task 49554 | n_gen =   1595, tg =  23.53 t/s, tg_3s =  23.73 t/s
55.02.520.968 I slot print_timing: id  0 | task 49554 | n_gen =   1667, tg =  23.53 t/s, tg_3s =  23.67 t/s
55.05.528.303 I slot print_timing: id  0 | task 49554 | n_gen =   1738, tg =  23.53 t/s, tg_3s =  23.61 t/s
55.08.538.374 I slot print_timing: id  0 | task 49554 | n_gen =   1809, tg =  23.54 t/s, tg_3s =  23.59 t/s
55.11.563.997 I slot print_timing: id  0 | task 49554 | n_gen =   1880, tg =  23.53 t/s, tg_3s =  23.47 t/s
55.11.906.127 I slot print_timing: id  0 | task 49554 | prompt eval time =    1880.27 ms /  1370 tokens (    1.37 ms per token,   728.62 tokens per second)
55.11.906.138 I slot print_timing: id  0 | task 49554 |        eval time =   80184.10 ms /  1888 tokens (   42.49 ms per token,    23.53 tokens per second)
55.11.906.140 I slot print_timing: id  0 | task 49554 |       total time =   82064.36 ms /  3258 tokens
55.11.906.141 I slot print_timing: id  0 | task 49554 |    graphs reused =      51198
55.11.906.248 I slot      release: id  0 | task 49554 | stop processing: n_tokens = 3368, truncated = 0
56.25.505.866 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 3676349510
